id,name,short_name,city_name,lat,long,url
438,Partage de Passions,P2P,Marseille,,,
439,Parthenay de Bretagne Badminton,P2B,Parthenay-de-Bretagne,,,
440,Offran'Vol Loisir,OVL,Offranville,,,
441,Omnia Sports De Sannois,OSS,Sannois,,,
442,Osm Sequedinois Badminton,OSMSB,Sequedin,,,
443,Omnisports Munic. Lommois Bad.,OSMLBAD,Lomme,,,
444,Omnibad Nord Est Anjou,ONEA,Vernantes-Allonnes-Longué,,,
445,Olympique de Grande-Synthe Badminton,OGSBAD,Grande-Synthe,,,
446,Omnisports Frouard Pompey Bad,OFPBAD,Frouard,,,
447,Outre Forêt Badminton Club,OFBC,Soultz-sous-Forêts,,,
448,Olympique Club Montalbanais,OCM,Montauban-de-Bretagne,,,
449,Oc Gif Badminton,OCGBAD,Gif-sur-Yvette,,,
450,Ligue OCCITANIE,OCCI,Narbonne,,,
451,Olympique Cabries Calas Bad.,OCCB,Cabriès,,,
452,OC Cesson-Sevigne Badminton,OCC,Cesson-Sévigné,,,
453,Orthez Club Badminton,OCB,Orthez,,,
454,Ô Bad Fertois,OBF,La Ferté-sous-Jouarre,,,
455,Orvault Badminton Club,OBC,Orvault,,,
456,Olympique Badminton Club Nimes,OBC,Nîmes,,,
457,Olympe Badminton Club,OBC,Toulouse,,,
458,Olympique Badminton Club Noumea,OBC,Noumea,,,
459,Olympique Baugeois Badminton,OBB,Baugé,,,
460,OLEMPS BADMINTON CLUB,OBAD,Olemps,,,
461,Oberschaeffolsheim Badminton,OBAD,Oberschaeffolsheim,,,
462,L'Oasis -Association Culturelle et Sportive,OASIS,Saint-Cyr-l'École,,,
463,Nice Universite Club Badminton,NUCBAD,Nice,,,
464,Nohanent Puy Valeix,NPV,Nohanent,,,
465,Nozay Badminton,NOS,Nozay,,,
466,Ligue NORMANDIE,NORM,Vimoutiers,,,
467,Nantes Gigant Bad,NGB,Nantes,,,
468,Badminton Club de Neufchateau,NEOBAD,Neufchâteau,,,
469,Nantes Est Club Badminton,NECB,Nantes,,,
470,Nord Charente Badminton,NCB,Ruffec,,,
471,Ligue NOUVELLE CALEDONIE,NCAL,Noumea,,,
472,Noceen Badminton Club,NBC,Neuilly-sur-Marne,,,
473,Nailloux Badminton Club,NBC,Nailloux,,,
474,Nieppe Badminton Club,NBC,Nieppe,,,
475,Nordon Badminton Club,NBC,Nancy,,,
476,Nemours Badminton Club,NBC,Nemours,,,
477,Nozay Badminton Association,NBA,Nozay,,,
478,Ligue NOUVELLE-AQUITAINE,NAQU,Talence,,,
479,Nort Athletic Club,NAC,Nort-sur-Erdre,,,
480,Nouvelle Association Badminton LAxou,NABLA,Laxou,,,
481,Méré Yvelines us BADminton,MYBAD,La Queue-les-Yvelines,,,
482,Montalieu-vercieu Badminton Club,MVBC38,Montalieu-Vercieu,,,
483,Metz Saint Quentin Badminton,MSQB,Le Ban-Saint-Martin,,,
484,Monbonnot St Martin Badminton,MSMB38,Montbonnot-Saint-Martin,,,
485,MSL Sport Team,MSL,Meung-sur-Loire,,,
486,Montmagny-sports,MSBAD95,Montmagny,,,
487,Muel Section Badminton 35,MSB35,Muel,,,
488,Maison Pour Tous Susville,MPTS38,Susville,,,
489,Maison Pour Tous Rivery,MPTR,Rivery,,,
490,M.p.t La Mede Badminton,MPTMB,La Mede,,,
491,Molsheim Olympique Club,MOC,Molsheim,,,
492,Club De Badminton De Verdun,MJCV,Verdun-sur-Garonne,,,
493,M. J. C. Saumur,MJCS,Saumur,,,
494,Maison des Jeunes et de la Culture Pays de Quintin,MJCPDQ,Quintin,,,
495,MJC Badminton Villefranche de Lauragais,MJCBVL,Villefranche-de-Lauragais,,,
496,Mjc Boby Lapointe Villebon,MJCBL,Villebon-sur-Yvette,,,
497,Maison Jeunes Et De La Culture,MJC69,Givors,,,
498,Maison des Jeunes et de la Culture Lussac,MJC21,Lussac-les-Châteaux,,,
499,Maison Jeunes Culture Mauguio Carnon,MJC MC,Mauguio,,,
500,Mjc Anatole-france,MJAF38,Grenoble,,,
501,M.j.c Annonay,MJA07,Annonay,,,
502,MDMSA Badminton,MDMSA,Maromme,,,
503,Morigny Champigny Bc,MCBC,Morigny-Champigny,,,
504,Monaco Badminton,MCBAD,Monaco,,,
505,Maurecourt Badminton Club Olympique,MBCO,Maurecourt,,,
506,Montbrison Badminton Club,MBC42,Montbrison,,,
507,Maure Badminton Club,MBC,Maure de Bretagne - Val d'Anast,,,
508,Mundolsheim Badminton Club,MBC,Mundolsheim,,,
509,Montpellier Badminton Club,MBC,Montpellier,,,
510,Magenta Badminton Club,MBC,Magenta,,,
511,Mirande Badminton Club,MBC,Mirande,,,
512,Montauban Badminton Club,MBC,Montauban,,,
513,Mouroux Badminton Club,MBC,Mouroux,,,
514,Mougins Badminton Club,MBC,Mougins,,,
515,Miramont Badminton Club,MBC,Miramont-de-Guyenne,,,
516,MENS AN GO BADMINTON CLUB,MBC,Mensignac,,,
517,Martigné Bad Club,MBC,Martigné-sur-Mayenne,,,
518,Montigny Badminton Club,MBC,Montigny-en-Gohelle,,,
519,Miramas Badminton Club,MBC,Miramas,,,
520,Mereau Badminton Club,MBC,Méreau,,,
521,Martres Badminton Club,MBC,Les Martres-de-Veyre,,,
522,Maisdon Badminton Club,MBC,Maisdon-sur-Sèvre,,,
523,Mios-Biganos Badminton Club,MBBC,Mios,,,
524,Morschwiller Berstheim Badminton,MBBAD,Morschwiller et BERSTHEIM,,,
525,Marseille Badminton Academy,MBA,Marseille,,,
526,Morsang S/orge Badminton,MB91,Morsang-sur-Orge,,,
527,Metz Badminton,MB,Metz,,,
528,Magny Badminton,MB,Magny-les-Hameaux,,,
529,Marly Bad,MB,Marly-la-Ville,,,
530,Marssac Badminton,MB,Marssac-sur-Tarn,,,
531,MontaBad,MB,Montamisé,,,
532,Melorienne Badminton,MB,Saint-Méloir-des-Ondes,,,
533,Mehun Badminton,MB,Mehun-sur-Yèvre,,,
534,Marsibad,MB,Saint-Mars-la-Réorthe,,,
535,Monter'Bad,MB,Monterblanc,,,
536,Morez Badminton,MB,Morez,,,
537,Marguerittes Shuttlecock,MASH,Marguerittes,,,
538,Massy Athletic Sports,MAS,Massy,,,
539,Ligue MARTINIQUE,MART,Case-Pilote,,,
540,Madrie Badminton,MADBAD,Val d'Hazey,,,
541,Martigues Badminton Club,MABC,Martigues,,,
542,Les Volants Verdunois,LVV,Verdun-sur-Garonne,,,
543,Les Volants du Val,LVV,Moult,,,
544,Le Volant Salanquais,LVS,Torreilles,,,
545,Le Volant Sapien,LVS,Le Sap,,,
546,Les Volants Solognots,LVS,Soings-en-Sologne,,,
547,Les Volants de Précy,LVPO,Précy-sur-Oise,,,
548,Les Volants Préautais,LVP,Préaux,,,
549,Le Volant Pomerolais,LVP,Pomerol,,,
550,Le Volant Pïen,LVP,Wignehies,,,
551,Les Volants de la Mivoie,LVM,Amfreville-la-Mi-Voie,,,
552,Le Volant Mornacais,LVM,Mornac,,,
553,Les Volants Mirecurtiens,LVM,Mirecourt,,,
554,Les Volants La Richois,LVLR,La Riche,,,
555,Les Volants de Lagny-sur-Marne / Montévrain,LVLM77,Lagny-sur-Marne / Montévrain,,,
556,Les Volants de la Garonne,LVLG,Fenouillet,,,
557,Le Volant Libercourtois,LVL,Libercourt,,,
558,Les Volants Leersois,LVL,Leers,,,
559,Les Volants Landreciens,LVL,Landrecies,,,
560,Le Volant De Juvisy,LVJ,Juvisy-sur-Orge,,,
561,Les Volants Joviciens,LVJ,Jouy-le-Potier,,,
562,Le Volant Hagetmautien,LVH,Hagetmau,,,
563,Le Volant Gannatois Badminton,LVGB,Gannat,,,
564,Le Volant Gigeannais,LVG,Gigean,,,
565,Le Volant Guémenois,LVG,Guémené-sur-Scorff,,,
566,Les Volants de la Fillière,LVF74,Groisy,,,
567,Les Volants d'Elancourt,LVE,Élancourt,,,
568,Le Volant Enchanteur,LVE,Montfort,,,
569,Les Volants de Noblat,LVDN,Saint-Léonard-de-Noblat,,,
570,Les Volants De Chaville,LVDC,Chaville,,,
571,Les Volants de Calvisson,LVDC,Calvisson,,,
572,Le Volant Dingue,LVD,Saint-Sulpice-Laurière,,,
573,Les Volants De Cergy,LVC,Cergy,,,
574,LE VOLANT CHAPELLOIS,LVC,La Chapelle-des-Fougeretz,,,
575,Le Volant Calonnois,LVC,Calonne-Ricouart,,,
576,Les Volants du Boischaut Nord,LVBN,Écueillé,,,
577,Le Volant Bourgetain,LVB73,Le Bourget-du-Lac,,,
578,La Verpilliere Badminton,LVB38,La Verpillière,,,
579,Les Volants Barpais,LVB,Le Barp,,,
580,Le Volant Buissonnais,LVB,Le Buisson-de-Cadouin,,,
581,Le Volant Bouillantais,LVB,Bouillante,,,
582,Les Volants Baventais,LVB,Bavent,,,
583,La Vaillante Autun - Badminton compétition,LVAB,Autun,,,
584,Le Volant de l'Alagnon,LVA15,Massiac,,,
585,LE VOLANT AIROIS,LVA,Aire-sur-la-Lys,,,
586,Les Volants Agogo,LVA,Agonac,,,
587,Le Volant Ardentais,LVA,Ardentes,,,
588,Les Volants D'albret,LVA,Nérac,,,
589,Le Volant Agyle,LVA,Saint-Ay,,,
590,Les Volants de la Cisse,LV6,Pocé-sur-Cisse,,,
591,LUC Badminton - Lille Métropole,LUCBLM,Lille,,,
592,Les Toqués du Volant,LTV,Pont de Roide-Vermondans,,,
593,Lagord Tennis Squash,LTS,Lagord,,,
594,Les Sardines Volantes,LSV,Douarnenez,,,
595,Lisle sur Tarn Badminton,LSTBAD,Lisle-sur-Tarn,,,
596,Les Sternes de Ploubaz,LSP,Ploubazlanec,,,
597,Loisirs Sports Initiatives - section Badminton,LSI,Le Pouzin,,,
598,Leopard Saint Georges Badminton,LSGB,St Georges Groseillers,,,
599,Levallois Sporting Club,LSC,Levallois-Perret,,,
600,Lasseube Badminton,LSB64,Lasseube,,,
601,Les Raquetteurs Tonneinquais,LRT,Tonneins,,,
602,Les Raquettes Cognacaises,LRC,Saint-Brice,,,
603,Les Plumes Varzecoises,LPV,Saint-Évarzec,,,
604,Les Plumes Volantes,LPV,Saint-Erblon,,,
605,Les Plumes Vendarguoises,LPV,Vendargues,,,
606,La Plume et le Volant,LPV,Châteaurenard,,,
607,La Plume Tourangelle St Georges,LPTSG,Saint-Georges-sur-Cher,,,
608,La Plume Du Tampon,LPT,Le Tampon,,,
609,La Plume Toulougienne,LPT,Toulouges,,,
610,Le Poix Plume,LPP,Poix-Terron,,,
611,Les Plumes Oléronaises,LPO17,Saint-Pierre-d'Oléron,,,
612,La Plume Montmelianaise,LPM73,Montmélian,,,
613,Les Plumes Langonnaises Badminton,LPLB,Langon,,,
614,La Plume Louvernéenne,LPL53,Louverné,,,
615,Les Plumes Lormontaises,LPL,Lormont,,,
616,Les Plumes Lavalloises,LPL,Laval,,,
617,La Plume de Gallardon,LPG28,Gallardon,,,
618,La Plume Guyanaise,LPG,Cayenne,,,
619,Les Plum'Eure de Jouy-Saint Prest,LPEJSP,Jouy-Saint Prest,,,
620,Les Plumes Duclairoises,LPD,Duclair,,,
621,La Plume des Achards,LPA,La Chapelle-Achard,,,
622,Longpont Omnisport,LOS,Longpont-sur-Orge,,,
623,Loisir Oison Badminton,LOB,La Saussaye,,,
624,Les Nuages De Plumes De Champlan,LNPC,Champlan,,,
625,Le Neubourg Badminton Club,LNBC,Le Neubourg,,,
626,LINNAM,LN,Paris,,,
627,Les Manchots de la rade,LMR,Brest,,,
628,Labastide-Murat Badminton Club,LMBC46,COEUR DE CAUSSE,,,
629,LE MANS BADMINTON,LMB,Le Mans,,,
630,League Miler Athletic,LMA45,Meung-sur-Loire,,,
631,Leo Lagrange Nantes,LLN,Nantes,,,
632,La Ligugéenne de Badminton,LLB,Ligugé,,,
633,L'Inter'Val,LIV,Plélan-le-Grand,,,
634,Ligue ILE DE FRANCE,LIFB,Paris,,,
635,La Gauloise de Trinité,LGT,Le Robert,,,
636,Les Fous du Volant Montilien,LFVM,Monteux,,,
637,Les Fous du Volant,LFVK,Kervignac,,,
638,Les Fous du Volant Bray sur Somme,LFVBS,Bray-sur-Somme,,,
639,Les Fous du Volant Paris,LFV75,Paris,,,
640,Ass  Les Fous Du Volant,LFV04,Forcalquier,,,
641,Le Fouette Isberguois,LFI,Isbergues,,,
642,Les Fous du Volant Requista,LFDVR,Réquista,,,
643,Les Fous Du Volant Nexonnais,LFDVN,Nexon,,,
644,Les Fous du Volant Golfech,LFDV82,Golfech,,,
645,Les Fous Du Volant St Julien -ASCDG,LFDV74,Saint-Julien-en-Genevois,,,
646,Les Fous Du Volant La Fouillouse,LFDV42,La Fouillouse,,,
647,Les Fous Du Volant Vinay,LFDV38,Vinay,,,
648,Les Fous Du Volant St Berthevin,LFDV1,Saint-Berthevin,,,
649,Les Fous Du Volant Tulle,LFDV,Tulle,,,
650,Les Fous du Volant,LFDV,Gy,,,
651,Les Fous du Volant,LFDV,Saint-Denis,,,
652,Les Fous Du Volant Chinon,LFDV,Chinon,,,
653,Les Fous du Volant Cransacois,LFC12,Cransac,,,
654,Le Fun  Club,LFC,St Louis,,,
655,Badminton Biars Bretenoux,LES3B,Biars-sur-Cère,,,
656,Les Ecureuils de Péronne,LEP,Péronne,,,
657,Le Cellier Ligné Union Badminton,LECLUB,Le Cellier - Ligné,,,
658,Dauphinoise De Coublevie,LDCB38,Coublevie,,,
659,LES DOUAI DU BAD,LDB,Douai,,,
660,Langeais Cinq Mars Badminton,LCM,Langeais,,,
661,Loisirs Cooperatifs Havrais,LCH,Le Havre,,,
662,Loisirs et culture Bretteville/odon,LCBO,Bretteville-sur-Odon,,,
663,La Ciotat Badminton,LCB,La Ciotat,,,
664,Les Bad's de Nancray,LBN,Nancray,,,
665,Les Bramentombes,LBMT,La Souterraine,,,
666,Limoux Badminton Haute-Vallée,LBHV,Limoux,,,
667,Les Loustic'bad Glazik,LBG,Briec,,,
668,Le Badminton Guénangeois,LBG,Guénange,,,
669,Leforest Badminton Club,LBCL,Leforest,,,
670,Laudon Badminton Club Saint Jorioz,LBC74,Saint-Jorioz,,,
671,Laon Badminton Club,LBC,Laon,,,
672,Lamballe Badminton Club,LBC,Lamballe,,,
673,Longuenesse Badminton Club,LBC,Longuenesse,,,
674,Le Badminton Crechois,LBC,Crêches-sur-Saône,,,
675,Lunéville Badminton Club,LBC,Lunéville,,,
676,Lapwent Badminton Club,LBC,Pointe-à-Pitre,,,
677,Lailly Badminton Club,LBC,Lailly-en-Val,,,
678,Larians Badminton Club,LBC,LARIANS,,,
679,Luchon Badminton Club,LBC,Bagnères-de-Luchon,,,
680,Lescure Badminton Club,LBC,Lescure-d'Albigeois,,,
681,Les Badistes du Born,LBB,Mimizan,,,
682,L'Etoile du Bad de Bourgogne,LBB,Bourgogne,,,
683,La Bressaude Badminton,LBB,La Bresse,,,
684,Lognes Badminton,LB,Lognes,,,
685,Luz Badminton,LB,Saint-Jean-de-Luz,,,
686,Les Affranchis du Volant du Rail,LAVR,La Francheville,,,
687,Ass. Sportive de Badminton,LAVOLANTE,Nouzonville,,,
688,La Turbad,LATURBAD,La Turballe,,,
689,Larcay Badminton,LARCAYBAD,Larçay,,,
690,Les As Du Volant Section Badminton,LADV,Cadillac,,,
691,Les As du Volant,LADV,Saint-Sulpice,,,
692,Club de l'Hers,L'HERS,Saint-Orens-de-Gameville,,,
693,Kiwis Volants Badminton,KVB,Villers-Bretonneux,,,
694,Karukera Sporting Club,KSC,Petit-Bourg,,,
695,Kourou Reflexe Badminton,KRB,Kourou,,,
696,Kimbad Ollioules,KO83,Ollioules,,,
697,Jeunesse d'Yvrac Badminton,JYB,Yvrac,,,
698,Juvibad,JUVIBAD,Juvignac,,,
699,Js. Nouvoitou Section Badminton,JSNB,Nouvoitou,,,
700,Jeunesses Sportives De Coulaines,JSC,Coulaines,,,
701,Jeunesse Sportive Bonifacienne Futsal,JSBFB,BONIFACIO,,,
702,J.s.b. Labouheyre,JSB,Labouheyre,,,
703,Joyeuse Plume Des Aspres,JPA,Thuir,,,
704,JURY BADMINTON CLUB,JBC,Jury,,,
705,Jeanne D'arc St Servan,JASS,Saint-Malo,,,
706,Jeanne d'Arc Maisons-Alfort,JAMA,Maisons-Alfort,,,
707,Jeanne d'Arc de Caluire,JAA69,Caluire-et-Cuire,,,
708,Indépendante de St Georges de Chesné,ISGC,Saint-Georges-de-Chesné,,,
709,Istres Sports Badminton,ISB,Istres,,,
710,Issy Les Mx Badminton Club,IMBC92,Issy-les-Moulineaux,,,
711,I'M BAD Beaumont,IMBAD63,Beaumont,,,
712,Badmint'ifs,IFS,Ifs,,,
713,Isula Bad,IB,Île-Rousse,,,
714,Hautes Vosges Badminton 88,HVB88,Remiremont,,,
715,Ass. Spor. Hewlett-packard,HP38,Grenoble,,,
716,Ligue HAUTS-DE-FRANCE,HFRA,Villeneuve-d'Ascq,,,
717,Her Badminton,HBN,Noirmoutier-en-l'Île,,,
718,Havre Badminton Club,HBC,Le Havre,,,
719,Hautepierre B.c. Strasbourg,HBC,Strasbourg,,,
720,Herbignac Badminton Club,HBC,Herbignac,,,
721,Hénon Badminton Club,HBC,Hénon,,,
722,Hem Badminton,HB,Hem,,,
723,Garde Du Voeu Hennebont Badminton,GVH,Hennebont,,,
724,Gresi'volant,GVB38,Villard-Bonnot,,,
725,Genest Bad Volant,GVB,Le Genest-Saint-Isle,,,
726,Grandvaux Volant,GV39,Saint-Laurent-en-Grandvaux,,,
727,Ligue GUYANE,GUYA,Cayenne,,,
728,Gus Bad,GUSBAD,Gentilly,,,
729,Ligue GUADELOUPE,GUAD,Sainte-Anne,,,
730,Groupe Sportif Lugdunum,GSL69,Villeurbanne,,,
731,Grésy sur Isère Badminton,GSIB73,Grésy-sur-Isère,,,
732,Goodminton,GP,Paris,,,
733,GLS Rennes,GLS,Rennes,,,
734,Gips Badminton,GIPS.BAD,Tocane-Saint-Apre,,,
735,Gymnase Français,GF,Rosny-sous-Bois,,,
736,Ligue GRAND EST,GEST,Tomblaine,,,
737,Les Grands Barjots de Le Grand Bourg,GBGB,Le Grand-Bourg,,,
738,Gaspar Badminton Club,GBC12,Villefranche-de-Rouergue,,,
739,Gradignan Badminton Club,GBC,Gradignan,,,
740,Grosbreuil Badminton Club,GBC,Grosbreuil,,,
741,Badminton Club Guillestrois,GBC,Guillestre,,,
742,Grenay Badminton Club,GBC,Grenay,,,
743,Grébadist'Club,GBC,Grand-Champ,,,
744,Gazelec Badminton Bourges,GBB,Bourges,,,
745,Gex Badminton,GB01,Gex,,,
746,Grenoble Alpes Badminton,GAB38,Grenoble,,,
747,Les Fous Volants Vigneux,FVVP,Vigneux-de-Bretagne,,,
748,Les Fous du Volant en Terres Vives,FVTV,Saint-Martin-d'Auxigny,,,
749,Les Fous Du Volant Quincy/senart,FVQ,Quincy-sous-Sénart,,,
750,Les Fous Du Volant A Plumes,FVP,Gisors,,,
751,Les Fous du Volant Ploufraganais,FVP,Ploufragan,,,
752,Les Fous du Volant,FVI,Irodouër,,,
753,Les Frappés du Volant,FVH,Hillion,,,
754,Les Fous Du Volant Dourdan Bad,FVDB,Dourdan,,,
755,Les Fous du Volant Domloup,FVD35,Domloup,,,
756,Les Fous Du Volant,FVCN,Corps-Nuds,,,
757,Fous Du Volant C. B. Estillac,FVCBE,Estillac,,,
758,Les Frappés du Volant-Badminton Sombernon,FVBS,Sombernon,,,
759,Fous Du Volant B C Colpo,FVBCC,Colpo,,,
760,Fous Du Volant Bayeusains,FVB,Bayeux,,,
761,Les Fous du Volant Aussonnais,FVA,Aussonne,,,
762,Les Fous du Volant Ambrault,FVA,Ambrault,,,
763,Faches Thumesnil Badminton,FTBAD,Faches-Thumesnil,,,
764,Foyer Rural Rozoy/Serre Badminton,FRRB,Rozoy-sur-Serre,,,
765,Fous de la Raquette de Jouy le Moutier,FRJM,Jouy-le-Moutier,,,
766,Badminton Meilhan,FRJEP,Meilhan,,,
767,Foyer Rural de la Canourgue / Badminton Club,FRC.BC,La Canourgue,,,
768,Font Romeu Badminton,FRB,Font-Romeu-Odeillo-Via,,,
769,Fontenay Badminton Club,FOBAC,Fontenay-le-Comte,,,
770,FOYER LAIQUE DE SAINT MARC,FLSM,Brest,,,
771,F.l. Lanester-Badminton Club,FLLBC,Lanester,,,
772,Foyer Laique Keryado Badminton Lorient,FLKBAD,Lorient,,,
773,Loos'Bad,FLB,Loos-en-Gohelle,,,
774,Fusion Lanvaux Argoët Monter-Bad Elven,FLAME,Elven-Monterblanc,,,
775,Foyer Des Jeunes De Joinville,FJJ,Saint-Denis,,,
776,Fjep Lempdes Badminton,FJEP63,Lempdes,,,
777,Flume Ille Badminton,FIB,Saint-Grégoire,,,
778,Foyer d'Education Populaire Saint Agnant-Badminton,FEP,Saint-Agnant,,,
779,F D V Marchiennes,FDVM,Marchiennes,,,
780,Les Fous du Volant de Létra,FDVL69,Létra,,,
781,Les Fous Du Volant Herlies,FDVH,Herlies,,,
782,Les Fous du Volant de l'Eyrieux,FDVE07,Saint-Sauveur-de-Montagut,,,
783,Fous Du Volant Ambarrois,FDVA01,Ambérieu-en-Bugey,,,
784,Les Fous Du Volant,FDVA,Arsac,,,
785,Les Fous Du Volant Charmes,FDV,Charmes,,,
786,Les Fous Du Volant La Meilleraie,FDV,La Meilleraie-Tillay,,,
787,Les Fous Volants de la Doire,FDV,Saint-Cernin,,,
788,Fous Du Volant Thann,FDV,Thann,,,
789,Foyer Culturel et Sportif Parnans,FCSP26,Parnans,,,
790,Foyer Culturel Laique De Feytiat,FCLF,Feytiat,,,
791,Les Bauzibads,FCB,Fonbeauzard,,,
792,Festibad Strasbourg,FBD,Strasbourg,,,
793,Faucigny Badminton Club,FBC74,Saint-Pierre et Bonneville,,,
794,Feurs Badminton Club,FBC42,Feurs,,,
795,Fontanil Bad.club,FBC38,Fontanil-Cornillon,,,
796,Flers Badminton,FB,Flers,,,
797,Fruges Badminton,FB,Fruges,,,
798,Foyer Art et Loisirs Manslois Badminton,FALMBAD,Mansle,,,
799,FAEC Badminton,FAECB,Clermont-en-Argonne,,,
800,L'Envolant d'Entzheim,EVE,Entzheim,,,
801,Essor Du Val Clair,EVC,Bretteville-sur-Laize,,,
802,Entente Sportive Vernoucelloise - Badminton,ESVCBAD,Vernou-la-Celle-sur-Seine,,,
803,Entente Sportive De Vitry,ESV,Vitry-sur-Seine,,,
804,Ent.spor.st Lambert Tennis/bad,ESSLTB,St Lambert Des Levees,,,
805,Ent.spor.st Lambert tennis/bad,ESSLTB,Saint-Lambert,,,
806,Entente Sport. Segre Haut Anjou,ESSHA,Segré,,,
807,Espace Sportif Sucy Badminton,ESSB,Sucy-en-Brie,,,
808,Entente Sportive De Sartrouville,ESS,Sartrouville,,,
809,Esperance Sportive De Stains,ESS,Stains,,,
810,Etoile Sportive De Roquevaire,ESR,Roquevaire,,,
811,Entente Sport. Perray En Y.,ESPBAD78,Le Perray-en-Yvelines,,,
812,Entente Saint Pierraise de Badminton,ESPBAD,Saint-Pierre-lès-Elbeuf,,,
813,Entente Sportive Pire Badminton,ESP,Piré-sur-Seiche,,,
814,E. S. Nogent Le Roi,ESNBAD,Nogent-le-Roi,,,
815,Etoile Sportive Nouzilly Badminton,ESNBA,Nouzilly,,,
816,Entente Sport. Nanterre,ESN,Nanterre,,,
817,Entente Sportive Maintenon Pierres,ESMP,Maintenon/Pierres,,,
818,Entente Spo.municipale De G.o,ESMGO,Gonfreville-l'Orcher,,,
819,Entente Sportive Magnanvilloise Badminton,ESMBAD,Magnanville,,,
820,Etoile Sportive Du Marais Bad,ESMBA,Challans,,,
821,Entente Sport. Montgeron,ESM,Montgeron,,,
822,Etoile Sportive Lavalloise,ESL,Laval,,,
823,ESH Badminton,ESH.BAD,La Haye-Pesnel,,,
824,Eveil Sportif Genas Azieu,ESGA69,Genas,,,
825,Entente Sportive Gatinaise,ESG,Dordives,,,
826,Entente Sportive Falaisienne,ESF,Falaise,,,
827,Evol. Sport. Cult. 15eme,ESCXV,Paris,,,
828,Escpo Badminton,ESCPOBAD,Piney,,,
829,Etoile Sportive de Cheverny et Cour-Cheverny,ESCCC,Cour-Cheverny,,,
830,Entente Sportive Craon Badminton,ESCB,Craon,,,
831,Ent. Sport. Cult. 11eme,ESC11,Paris,,,
832,Etoile Sportive Colombienne,ESC,Colombes,,,
833,Ent. Sport. Badminton Courrieres,ESBC,Courrières,,,
834,Entente Sportive Blanquefortaise Badminton,ESBB,Blanquefort,,,
835,Etoile Sport De Bad A Buxerolles,ESBB,Buxerolles,,,
836,Entente Sportive Bonchampoise,ESBB,Bonchamp-lès-Laval,,,
837,Elan Sorinières Badminton,ESB,Les Sorinières,,,
838,ESA BADMINTON,ESA,Aubigny-sur-Nère,,,
839,Entente Sportive Aumaloise,ESA,Aumale,,,
840,Ent Sportive 2 Badminton,ES2B,Bollwiller-Cernay-Staffelfelden,,,
841,Ernolsheim Badminton Club,ERNOBAD,Ernolsheim-Bruche,,,
842,Education Physique Populaire Gervaisienne Bad,EPPGBAD,Le Pré-Saint-Gervais,,,
843,Entente Haut Allier / Allagnon,ENTENTE,Brioude,,,
844,Entente Nord Alsace Badminton,ENABAD,Brumath/Bischwiller/Hoerdt/,,,
845,Etoile Montaud,EMBA42,Saint-Étienne,,,
846,Esp. Loisirs Sportifs Herouville,ELSH.B,Hérouville-Saint-Clair,,,
847,ELS (Envermeu Loisirs Sport),ELS,Envermeu,,,
848,Esperance La Bouexiere,ELB,La Bouëxière,,,
849,Ecole Internationale de Badminton,EIBAD,Fresnes,,,
850,Eveil De Contres,EDC,Contres,,,
851,Elan De Chevilly-Larue,ECL,Chevilly-Larue,,,
852,Espace Collegien Badminton,ECB,Collégien,,,
853,Les Emplumes Cornimont,EC,Cornimont,,,
854,Entente badminton Royan Saint Georges,EBRSG,Royan,,,
855,Ecole De Badminton Paris Sport,EBPS12,Paris,,,
856,Enjoy Bad Pays Granvillais,EBPG,Granville,,,
857,Entente De Bad.de Pierrelatte,EBP26,Pierrelatte,,,
858,Esprit Bad. Neuilly-plaisance,EBNP,Neuilly-Plaisance,,,
859,Entente Badminton Corbas,EBC69,Corbas,,,
860,Ermont Badminton Club,EBC,Ermont,,,
861,Ecrouves Badminton Club,EBC,Écrouves,,,
862,Epernay Badminton,EBC,Épernay,,,
863,Elan Badminton Club Champagné,EBC,Champagné,,,
864,Eu Badminton Club,EBC,Eu,,,
865,Entrammes Badminton Club,EBC,Entrammes,,,
866,En Avant Colmar Badminton,EACB,Colmar,,,
867,Entente Sportive Bruges Badminton,E.S.B.B.,Bruges,,,
868,Darvoy Jargeau St denis de l hotel Badminton,DJSBAD,Darvoy,,,
869,DIONY'BAD REUNION,DBR,Saint-Denis,,,
870,Dommartemont Badminton Club,DBC,Dommartemont,,,
871,Doller Badminton Club,DBC,Masevaux,,,
872,Draguignan Badminton Club,DBC,Draguignan,,,
873,Dieppe Badminton Club,DBC,Dieppe,,,
874,Draveil Badminton Club,DBC,Draveil,,,
875,Don Bosco Badminton Nantes,DBBN,Nantes,,,
876,Dassault Sports,DAS,Suresnes,,,
877,Club Yenne Badminton,CYB73,Yenne,,,
878,CVN Bad,CVNBAD,Grand Ales,,,
879,Ligue CENTRE-VAL DE LOIRE,CVDL,Bourges,,,
880,Club Vercilho de Badminton,CVB86,Verrières - Lhommaizé - Civaux,,,
881,Clermont Universite Club,CUC,Clermont-Ferrand,,,
882,Club Ungersheimois de Badminton,CUB,Ungersheim,,,
883,Club Sportif Villedieu Badminton,CSVB,Villedieu-les-Poêles,,,
884,Champagne sur Seine Badminton,CSSB,Champagne-sur-Seine,,,
885,Club Sportif Royen Badminton,CSRB,Roye,,,
886,C. S. Reichstett 71 badminton,CSR71BAD,Reichstett,,,
887,Club des Sports des Portes du Mercantour,CSPM,VALBERG,,,
