id,name,short_name,city_name,lat,long,url
1342,Badminton Club Val de Beuvron,BCVB,Cellettes,,,
1343,Badminton Club Vaisonnais,BCVA,Vaison-la-Romaine,,,
1344,Badminton Club Valreassien,BCV84,Valréas,,,
1345,Badminton Club Voreppe,BCV38,Voreppe,,,
1346,Badminton Club De Valence,BCV26,Valence,,,
1347,Badminton Club Vicinois,BCV,Voisins-le-Bretonneux,,,
1348,Badminton Club Vannetais,BCV,Vannes,,,
1349,Badminton Club Vouzinois,BCV,Vouziers,,,
1350,Badminton Club Villeneuvien,BCV,Villeneuve-sur-Yonne,,,
1351,Badminton Club de Villejust,BCV,Villejust,,,
1352,Badminton Club de Villé,BCV,Villé,,,
1353,Badminton Club Veynois,BCV,Veynes,,,
1354,Badminton Club Vitalien,BCV,Saint-Viaud,,,
1355,Badminton Club de Vergt,BCV,Vergt,,,
1356,Badminton Club de l'Ubaye,BCU,Barcelonnette,,,
1357,Badminton Club de Theix-Noyalo,BCTN,Theix,,,
1358,Badminton Club Terres de Montaigu,BCTM,Montaigu,,,
1359,Badminton Club de Tignieu,BCT38,Tignieu-Jameyzieu,,,
1360,Bc Tournefeuille,BCT,Tournefeuille,,,
1361,Badminton Club De Thal,BCT,THAL,,,
1362,Badminton Club Tretsois,BCT,Trets,,,
1363,Badminton Club De Templemars,BCT,Templemars,,,
1364,Badminton Club de Trun,BCT,Trun,,,
1365,Badminton Club De Tournes,BCT,Tournes,,,
1366,Badminton Club de Tôtes,BCT,Tôtes,,,
1367,Badminton Club Tarentaise,BCT,Bourg-Saint-Maurice,,,
1368,Badminton Club Terrasson,BCT,TERRASSON,,,
1369,Bad.club Saone Vallee,BCSV01,Trévoux,,,
1370,Badminton Club St pierre du mont,BCSPM,Saint-Pierre-du-Mont,,,
1371,Badminton Club St-pierre,BCSPI,Saint-Pierre,,,
1372,Badminton Club Saint Paul,BCSP,Saint-Paul,,,
1373,Badminton Club de Stutzheim-Offenheim,BCSO,Stutzheim-Offenheim,,,
1374,Bad. C. Sainte Maure De Touraine,BCSMT,Sainte-Maure-de-Touraine,,,
1375,Bad.club St Medardais,BCSMJ,Saint-Médard-en-Jalles,,,
1376,Badminton Club De St Martin,BCSM,Saint-Martin-de-Crau,,,
1377,Badminton Club de St Maur,BCSM,Saint-Maur,,,
1378,Badminton Club Saint Marcellois,BCSM,Saint-Marcel-lès-Valence,,,
1379,Badminton Club Saint-Marcel,BCSM,Saint-Marcel,,,
1380,Badminton Club de Schiltigheim,BCSLPS,Schiltigheim,,,
1381,Badminton Club De Saint Léger,BCSL,Saint-Léger-du-Bourg-Denis,,,
1382,Badminton Club de Saint Joseph,BCSJO,Saint-Joseph,,,
1383,Badminton Club Saint Julien des Landes,BCSJL,Saint-Julien-des-Landes,,,
1384,Badminton Club St Herblain,BCSH,Saint-Herblain,,,
1385,Badminton Club St Germain Du Puy,BCSG,Saint-Germain-du-Puy,,,
1386,Badminton Club Ste Feyre,BCSF,Sainte-Feyre,,,
1387,Badminton Club De Saint Erme,BCSE,Saint-erme,,,
1388,Badminton Club Saint-Dié-Des-Vosges,BCSDDV,Saint-Dié-des-Vosges,,,
1389,Badminton Club Saint-Baudelle Contest,BCSBC,Saint-Baudelle,,,
1390,Bc Des Sorcieres De Bouxwiller,BCSB,Bouxwiller,,,
1391,Badminton Club St Alban De Roche,BCSAR38,Saint-Alban-de-Roche,,,
1392,Bad.club De Saint Andre,BCSA,Saint-André,,,
1393,L'Essa's du Volant,BCSA,Saint-Avé,,,
1394,Badminton Club Saint Avold,BCSA,Saint-Avold,,,
1395,Badminton Club Saint Agrèvois,BCSA,Saint-Agrève,,,
1396,Badminton Club de St Antonin Noble Val,BCSA,Saint-Antonin-Noble-Val,,,
1397,Badminton-Club de Sainte-Anastasie-sur-Issole,BCSA,Sainte-Anastasie-sur-Issole,,,
1398,Association Familiale de Sundhoffen,BCS68,Sundhoffen,,,
1399,Badminton Club Stéphanois,BCS42,Saint-Étienne,,,
1400,Badminton Club Sisteronais,BCS04,Sisteron,,,
1401,Badminton Club Sottevillais,BCS,Sotteville-lès-Rouen,,,
1402,Badminton Club Schwindratzheim,BCS,Schwindratzheim,,,
1403,Badminton Club Suresnois,BCS,Suresnes,,,
1404,Badminton Club Sausset,BCS,Sausset-les-Pins,,,
1405,Badminton Club de Sarrebourg,BCS,Sarrebourg,,,
1406,Badminton Club Du Sarladais,BCS,Sarlat-la-Canéda,,,
1407,Badminton Club Senlisien,BCS,Senlis,,,
1408,Badminton Club Seichois,BCS,Seiches-sur-le-Loir,,,
1409,Badminton Club Serignan,BCS,Sérignan,,,
1410,Badminton Club Sézanne,BCS,Sézanne,,,
1411,Badminton Club Savignéen,BCS,Savigné-sur-Lathan,,,
1412,Badminton Club Silléen,BCS,Sillé-le-Guillaume,,,
1413,Badminton Club La Roche/Yon,BCRY,La Roche-sur-Yon,,,
1414,B. C. Riviere Salee,BCRS,Rivière-Salée,,,
1415,Bad Club De Rodilhan,BCRO,Rodilhan,,,
1416,Badminton Club Rive De Gier,BCRG42,Rive-de-Gier,,,
1417,Badminton Club  Region Drouaise,BCRD,Dreux,,,
1418,Badminton Club de Roissy-en-Brie,BCRB,Roissy-en-Brie,,,
1419,Badminton Club de Roquebrune/Argens,BCRA,Roquebrune-sur-Argens,,,
1420,Bad'Club de Rostrenen,BCR,Rostrenen,,,
1421,Bad.club Razacois,BCR,Razac-sur-l'Isle,,,
1422,Badminton Club Roubaix,BCR,Roubaix,,,
1423,Badminton Club De Rambervillers,BCR,Rambervillers,,,
1424,Badminton Club Du Roumois,BCR,Routot,,,
1425,Badminton Club Remoulins,BCR,Remoulins,,,
1426,Badminton Club De Renaze,BCR,Renazé,,,
1427,Badminton Club Quesnoy/deule,BCQD,Quesnoy-sur-Deûle,,,
1428,Badminton Club Quercy Caussadais,BCQC,Caussade,,,
1429,Badminton Club Quevertois,BCQ22,Quévert,,,
1430,Badminton Club Pleneuf Val Andre,BCPV,Pléneuf-Val-André,,,
1431,Badminton Club des Portes de Touraine,BCPT,Château-Renault,,,
1432,Badminton Club Pays de Maîche,BCPM,Maîche,,,
1433,Bad. Club Des Pays De Morlaix,BCPM,Morlaix,,,
1434,Badminton Club du Pays de Ste Hermine,BCPH,Sainte-Hermine,,,
1435,Badminton Club Pays de Guer,BCPG,Guer,,,
1436,Badminton Club de Perros Guirec,BCPG,Perros-Guirec,,,
1437,Bad Club du Pays de Fougeres,BCPF,Fougères,,,
1438,Badminton Club Pelissanais,BCPE,Pélissanne,,,
1439,Badminton Club du Pays d'Aixe,BCPA,Aixe-sur-Vienne,,,
1440,Badminton Club De Paita,BCPA,Paita,,,
1441,Badminton Club Pavillonnais 93,BCP93,Les Pavillons-sous-Bois,,,
1442,Badminton Club de Poitiers,BCP86,Poitiers,,,
1443,Badminton Club De Perigueux,BCP24,Périgueux,,,
1444,Badminton Club Pontilabien,BCP17,Pont-l'Abbé-d'Arnoult,,,
1445,Badminton Club des Paillons,BCP06,L'Escarène,,,
1446,Badminton Club De Pontoise,BCP,Pontoise,,,
1447,Bad.club Possessionnais,BCP,La Possession,,,
1448,Badminton Club Paimpolais,BCP,Paimpol,,,
1449,Badminton Club Pérols,BCP,Pérols,,,
1450,Badminton Club Plombieres L.b,BCP,Plombières-les-Bains,,,
1451,Badminton Club Portois,BCP,Saint-Nicolas-de-Port,,,
1452,Badminton Club Poindimie,BCP,Poindimie,,,
1453,Badminton Club Palmiplainois,BCP,La Plaine-des-Palmistes,,,
1454,Badminton Club de Pauillac,BCP,Pauillac,,,
1455,Badminton Club de Peypin,BCP,Peypin,,,
1456,Badminton Cominois,BCOM,Comines,,,
1457,Badminton Club Ostwald,BCO,Ostwald,,,
1458,Badminton Club d'Ozoir,BCO,Ozoir-la-Ferrière,,,
1459,Badminton Club Objatois,BCO,Objat,,,
1460,Badminton Club Orangeois,BCO,Orange,,,
1461,Badminton Club de Oiry,BCO,Oiry,,,
1462,Badminton Club Oignies,BCO,Oignies,,,
1463,Badminton Club Nérisien Michel Thonier,BCNMT,Néris-les-Bains,,,
1464,Badminton Club De Noisiel,BCN,Noisiel,,,
1465,Badminton Club Nogentais,BCN,Nogent-le-Rotrou,,,
1466,Badminton Club Narbonnais,BCN,Narbonne,,,
1467,Badminton Cote De Nacre,BCN,Saint-Aubin-sur-Mer,,,
1468,Badminton Club du Neuhof Strasbourg,BCN,Strasbourg,,,
1469,Badminton Club de Nuaillé,BCN,Nuaillé,,,
1470,Badminton du Canton de Nouvion,BCN,NOUVION EN PONTHIEU,,,
1471,Badminton Club Noyalais,BCN,Noyal-Pontivy,,,
1472,Badminton Club Nontronnais,BCN,Nontron,,,
1473,Bad'Club Nérondais,BCN,Nérondes,,,
1474,B.C. Musau Strasbourg,BCMS,Strasbourg,,,
1475,Badminton C. Marquise Pompadour,BCMP,Arnac-Pompadour,,,
1476,Badminton Club Montigny en Ostrevent,BCMO,Montigny-en-Ostrevent,,,
1477,Badminton Club Martignas/jalle,BCMJ,Martignas-sur-Jalle,,,
1478,Bad Club Montreuil-Juigné,BCMJ,Montreuil-Juigné,,,
1479,Badminton Club Merville Franceville,BCMF,Merville-Franceville-Plage,,,
1480,Badminton Club Mensois,BCME38,Mens,,,
1481,Badminton Club Montigny Le Bretonneux,BCMB,Montigny-le-Bretonneux,,,
1482,B.c. Moulins Avermes Yzeure,BCMAY,Moulins,,,
1483,Badminton Club De La Mandallaz,BCM74,Sillingy,,,
1484,Badminton Club Meylan,BCM38,Meylan,,,
1485,Badminton Club Manosquin,BCM04,Manosque,,,
1486,Badminton Club Marmandais,BCM,Marmande,,,
1487,Badminton Club De Meze,BCM,Mèze,,,
1488,Badminton Club Mulhouse,BCM,Mulhouse,,,
1489,Badminton Club  De Mormant,BCM,Mormant,,,
1490,Badminton Club Mendois,BCM,Mende,,,
1491,Badminton Club de Mallemort,BCM,Mallemort,,,
1492,Badminton Club Meruvien,BCM,Méru,,,
1493,Bad Club Moufia,BCM,Ste Clotilde,,,
1494,Badminton Club Montponnais,BCM,Montpon-Ménestérol,,,
1495,Badminton Club Matoury,BCM,Matoury,,,
1496,Badminton Club Montmirail,BCM,Montmirail,,,
1497,Badminton Club Menucourt,BCM,Menucourt,,,
1498,Badminton Club des Monédières,BCM,Chamberet,,,
1499,BADMINTON CLUB MENDULPHIN,BCM,Saint-Molf,,,
1500,Badminton Club Meucon,BCM,Meucon,,,
1501,Badminton Club de Mortagne,BCM,Mortagne-du-Nord,,,
1502,Badminton Club Morhange,BCM,Morhange,,,
1503,Bad Club Milhaudois,BCM,Milhaud,,,
1504,Badminton Club Meyrargues,BCM,Meyrargues,,,
1505,Badminton Club De Luzinay,BCLU38,Luzinay,,,
1506,Badminton Club Les Mureaux,BCLMX,Les Mureaux,,,
1507,Badminton Club Leo Lagrange,BCLL,Carmaux,,,
1508,Badminton Club Le Chesnay,BCLC,Le Chesnay,,,
1509,Badminton Club Le Chatelet,BCLC,Le Châtelet,,,
1510,Badminton Club Les Bordes,BCLB,Les Bordes,,,
1511,Badminton Club Du Loing 77,BCL77,Montcourt-Fromonville,,,
1512,Bc Lezennes,BCL59,Lezennes,,,
1513,Badminton Club Lunellois,BCL34,Lunel,,,
1514,Badminton de la Côte des Légendes,BCL29,Ploudalmézeau,,,
1515,Badminton Club Lezatois,BCL09,Lézat-sur-Lèze,,,
1516,Badminton Club Lampertheim,BCL,Lampertheim,,,
1517,Badminton Club Langonais,BCL,Langogne,,,
1518,Badminton Club Lislois,BCL,L'Isle-Jourdain,,,
1519,Badminton Club Lensois,BCL,Lens,,,
1520,Badminton Club Lavallois,BCL,Laval,,,
1521,Badminton Club de Lumes,BCL,Lumes,,,
1522,Badminton Club de Lutterbach,BCL,Lutterbach,,,
1523,Badminton Club Lucois,BCL,Le Luc En Provence,,,
1524,Badminton Club De Langres,BCL,Langres,,,
1525,Badminton Club De Lacanau,BCL,Lacanau,,,
1526,Badminton Club Laragnais,BCL,Laragne-Montéglin,,,
1527,Badminton Club Loudunais,BCL,Loudun,,,
1528,Badminton Club de Luant,BCL,Luant,,,
1529,Badminton Club Lorris,BCL,Lorris,,,
1530,Badminton Club Kemperle,BCK,Quimperlé,,,
1531,Badminton Club De Kone,BCK,Kone,,,
1532,Badminton Club Jarnais,BCJ,La Jarne,,,
1533,Badminton Illkirch-graffenstaden,BCIG,Illkirch-Graffenstaden,,,
1534,Badminton Club Isle D'abeau,BCIA38,L'Isle-d'Abeau,,,
1535,Badminton Club Isle,BCI,Isle,,,
1536,Badminton Club du Haut Vendomois,BCHV,Morée,,,
1537,Badminton Club de l'Hermitage et du Tournonais,BCHT,Tain-Tournon-St jean de Muzols,,,
1538,Badminton Club Hettange Soetrich,BCHS,Hettange-Grande,,,
1539,Badminton Club Haut Poitou,BCHP,Vouillé-Cissé,,,
1540,Bad. Club Hersin Coupigny,BCHC,Hersin-Coupigny,,,
1541,Badminton Club Haute Charente,BCHC,ROUMAZIERES,,,
1542,Badminton Club d'Hénin Beaumont,BCHB,Hénin-Beaumont,,,
1543,Badminton Club Hangenbieten,BCH,Hangenbieten,,,
1544,Badminton Club Haytillon,BCH,La Haye-du-Puits,,,
1545,Badminton Club Henrichemont,BCH,Henrichemont,,,
1546,badminton club du grau du roi,BCGR,Le Grau-du-Roi,,,
1547,Badminton Club  La Grande Motte,BCGM,La Grande-Motte,,,
1548,B.club Guichen-Bourg des Comptes,BCGBDC,Guichen,,,
1549,Badminton Club Grenoble,BCG38,Grenoble,,,
1550,Badminton Club Gapencais,BCG05,Gap,,,
1551,Badminton Club Garéoultais,BCG,Garéoult,,,
1552,Badminton Club de Gien,BCG,Gien,,,
1553,Badminton Club Gemmois,BCG,Sainte-Gemmes-sur-Loire,,,
1554,Badminton Club de Gasny,BCG,Gasny,,,
1555,Badminton Club Guérétois,BCG,Guéret,,,
1556,Bad Club Grenadin,BCG,Grenade,,,
1557,Badminton Club de Gosné,BCG,Gosné,,,
1558,BADMINTON CLUB GORRONNAIS,BCG,Gorron,,,
1559,Badminton Club Gourinois,BCG,Gourin,,,
1560,Badminton Club Grasse,BCG,Grasse,,,
1561,Badminton Club Govennais,BCG,Goven,,,
1562,Badminton Club Guignes,BCG,Guignes,,,
1563,Badminton Club Gardéen,BCG,La Garde,,,
1564,Badminton Club Grenadois,BCG,Grenade-sur-l'Adour,,,
1565,Badminton Club De Fuveau,BCFU,Fuveau,,,
1566,B.C.F. Guebwiller,BCFG,Guebwiller,,,
1567,Badminton Club de Faverges,BCF74,Faverges,,,
1568,Badminton Club Firminy,BCF42,Firminy,,,
1569,Badminton Club Fos,BCF,Fos-sur-Mer,,,
1570,Badminton Club Fegersheim,BCF,Fegersheim,,,
1571,Badminton Club Foyalais,BCF,Fort-de-France,,,
1572,Badminton Club de Fontenilles,BCF,Fontenilles,,,
1573,Badminton Club Francvillois,BCF,Villefranche-sur-Cher,,,
1574,Bad. Club Epinay Sous Senart,BCES,Épinay-sous-Sénart,,,
1575,Badminton Club d'Ensuès la Redonne,BCER,Ensuès-la-Redonne,,,
1576,Badminton Club D'Evry Gregy,BCEG,EVRY GREGY SUR YERRES,,,
1577,Badminton Club Estagel Fenouillèdes,BCEF,Estagel,,,
1578,Badminton Club des Entremonts,BCE73,Saint-Pierre-d'Entremont,,,
1579,Badminton Club Emblavez,BCE43,Lavoûte-sur-Loire,,,
1580,Badminton Club Entreprises 33,BCE33,Bordeaux,,,
1581,Badminton Club Etupes,BCE,Étupes,,,
1582,Badminton Club Erdre,BCE,La Chapelle-sur-Erdre,,,
1583,Badminton Club Eragny,BCE,Éragny,,,
1584,Badminton Club D'eymoutiers,BCE,Eymoutiers,,,
1585,Badminton Club Embrunais,BCE,Embrun,,,
1586,Badminton Club Eckbolsheim,BCE,Eckbolsheim,,,
1587,Badminton Club du Pays Dunois,BCDPD,Dun-le-Palestel,,,
1588,Badminton Club Damgan Muzillac,BCDM,Muzillac,,,
1589,Badminton Club de Lille Vauban,BCDLV,Lille,,,
1590,Badminton Club De Lestrem,BCDL,Lestrem,,,
1591,Badminton Club des Hautes Falaises,BCDHF,Fécamp,,,
1592,Badminton Club de Goussainville,BCDG95,Goussainville,,,
1593,Badminton Club de Deûlémont,BCDD,Deûlémont,,,
1594,Badminton Club de Castanet,BCDC,Castanet-Tolosan,,,
1595,Bad.club Dardillois,BCD69,Dardilly,,,
1596,Badminton Club Donatien,BCD26,Saint-Donat-sur-l'Herbasse,,,
1597,Badminton Club Dijonnais,BCD,Dijon,,,
1598,Badminton Club Divais,BCD,Dives-sur-Mer,,,
1599,Badminton Club Douchy Les Mines,BCD,Douchy-les-Mines,,,
1600,BC Dignois,BCD,Digne-les-Bains,,,
1601,Badminton Club St Andre Les Vergers,BCD,Saint-André-les-Vergers,,,
1602,Badminton Club Decize,BCD,Decize,,,
1603,Badminton Club Doudevillais,BCD,Doudeville,,,
1604,Badminton Club De Doullens,BCD,Doullens,,,
1605,Badminton Club Droué,BCD,Droué,,,
1606,Bad Club Chateau Thierry,BCCT,Château-Thierry,,,
1607,Badminton Club De Combourg,BCCOM,Combourg,,,
1608,B.C. CHAMBLY OISE,BCCO,Chambly,,,
1609,Badminton Club de Chatillon sur Loire Loiret,BCCL45,Châtillon-sur-Loire,,,
1610,Badminton Club Chateauneuf sur Isère,BCCI26,Châteauneuf-sur-Isère,,,
1611,Charvieu Chavagneux,BCCC38,Charvieu-Chavagneux,,,
1612,Badminton Club Croissy Beaubourg,BCCB,Croissy-Beaubourg,,,
1613,Badminton Club du Canton de Beauvoir,BCCB,Beauvoir-sur-Niort,,,
1614,Badminton Club De Cruseilles,BCC74,Cruseilles,,,
1615,Badminton Club Chambery,BCC73,Chambéry,,,
1616,Badminton Club Charly,BCC69,Charly,,,
1617,Badminton Causse Corrézien,BCC19,Larche,,,
1618,Badminton Club Coutras,BCC,Coutras,,,
1619,Badminton Club De Cannes,BCC,Cannes,,,
1620,Badminton Club Compiegnois,BCC,Compiègne,,,
1621,Badminton Club Condéen,BCC,Condé-sur-l'Escaut,,,
1622,Badminton Club De Courbevoie,BCC,Courbevoie,,,
1623,Badminton Club Clissonnais,BCC,Clisson,,,
1624,Badminton Club De Carcans,BCC,Carcans,,,
1625,Badminton Club Chamalieres,BCC,Chamalières,,,
1626,Badminton Club Chatillonnais,BCC,Châtillon-sur-Seine,,,
1627,Badminton Club Cuisery,BCC,Cuisery,,,
1628,La Bad Compagnie Chasseneuillaise,BCC,Chasseneuil-sur-Bonnieure,,,
1629,Badminton Club Carpentrassien,BCC,Carpentras,,,
1630,Badminton Club de Clères,BCC,Clères,,,
1631,Badminton Club Chatelaud,BCC,Châteauponsac,,,
1632,Badminton Club Baraqueville Ségala,BCBS,Baraqueville,,,
1633,Badminton Club Bourg De Peage,BCBP26,Bourg-de-Péage,,,
1634,Badminton Club des Bords de l'Oise,BCBO,Méry-sur-Oise,,,
1635,Badminton Club de la Bâtie Neuve,BCBN,La Bâtie-Neuve,,,
1636,Badminton Club Bazoches Sur Hoëne,BCBH,Bazoches-sur-Hoëne,,,
1637,Badminton Club de la Bete Du Gevaudan,BCBG,Marvejols,,,
1638,Best Club Badminton Grimaudois,BCBG,Grimaud,,,
1639,B. C. Bourg-en-Bresse/Ceyzériat,BCBC01,Bourg-en-Bresse,,,
1640,Badminton Club Bain De Bretagne,BCBB,Bain-de-Bretagne,,,
1641,B. C. De Barr Et Du Bernstein,BCBB,Barr,,,
1642,Badminton Club Billy-Berclau,BCBB,Billy-Berclau,,,
1643,Badminton Club Brignolais,BCB83,Brignoles,,,
1644,Badminton Club de Baisieux,BCB59,Baisieux,,,
1645,Badminton Club Belley,BCB01,Belley,,,
1646,Badminton Club Barbey,BCB,Bordeaux,,,
1647,Badminton Club Belfortain,BCB,Belfort,,,
1648,Badminton Club Blanzy,BCB,Blanzy,,,
1649,Bad.club Bessancourtois,BCB,Bessancourt,,,
1650,Badminton Club Baralbin,BCB,Bar-sur-Aube,,,
1651,Badminton Club De Blangy,BCB,Blangy-sur-Bresle,,,
1652,Badminton Club Bessanais,BCB,Bessan,,,
1653,Bad Club St Benoit,BCB,Saint-Benoît,,,
1654,Badminton Club de Brains,BCB,Brains,,,
1655,Badminton Club Buxeen,BCB,Boissy-sous-Saint-Yon,,,
1656,Badminton Club Bretoncellois,BCB,Bretoncelles,,,
1657,Badminton Club de Bazeilles,BCB,Bazeilles,,,
1658,Badminton Club Des Baous,BCB,Saint-Jeannet,,,
1659,Badminton Club Baldivien,BCB,Baud,,,
1660,Badminton Club du Bouchardais,BCB,L'Île-Bouchard,,,
1661,Badminton Club Aubagnais,BCAUB,Aubagne,,,
1662,Badminton Club Appameen,BCAP,Pamiers,,,
1663,Bad'Club Allennes les Marais,BCALM,Allennes-les-Marais,,,
1664,Badminton Club des Aiglons d'Eyguieres,BCAE,Eyguières,,,
1665,Badminton Club de l'Antonnière,BCA72,La Milesse,,,
1666,Badminton Club Arras,BCA,Arras,,,
1667,Badminton Club D'Antibes,BCA,Antibes,,,
1668,Badminton Club Auray,BCA,Auray,,,
1669,Badminton Club Aubusson,BCA,Aubusson,,,
1670,Badminton Club Auxonnais,BCA,Auxonne,,,
1671,Badminton Club Aturin,BCA,Aire-sur-l'Adour,,,
1672,Badminton Club d'Argoat,BCA,Grâces,,,
1673,Badminton Club Avord,BCA,Avord,,,
1674,Badminton Club Aramonais,BCA,Aramon,,,
1675,Badminton Club De Seichamps Saulxures,BC2S,Seichamps,,,
1676,Badminton Chalonnais,BC,Chalonnes-sur-Loire,,,
1677,Badminton Cambrai,BC,Cambrai,,,
1678,Badminton Cayolais,BC,Cayeux-sur-Mer,,,
1679,Bad Cousances,BC,Cousances-les-Forges,,,
1680,Badminton de Casson,BC,Casson,,,
1681,Badminton Coëxien,BC,Coëx,,,
1682,Badminton Ceaucéen,BC,Ceaucé,,,
1683,Bad Coët,BC,Trédion,,,
1684,Badminton Cotterezien,BC,Villers-Cotterêts,,,
1685,Badminton Cunlhatois,BC,Cunlhat,,,
1686,Bad Castel,BC,Châteauvillain,,,
1687,Badminton Céranais,BC,Cérans-Foulletourte,,,
1688,Badminton du Bout du Monde de Plouarzel,BBMP,Plouarzel,,,
1689,La Bande du Bad'Ille,BBI,Montreuil-sur-Ille,,,
1690,BBG13 Paris Badminton,BBG13,Paris,,,
1691,Bad La Bohalle - La Dagueniere,BBD,La Bohalle,,,
1692,Les Ba Bad Cools de Parigné,BBCP,Parigné-l'Évêque,,,
1693,Bondy Badminton Club 93,BBC93,Bondy,,,
1694,Bolbec Badminton Club 76,BBC76,Bolbec,,,
1695,B-A BAD Des Commiers,BBC38,Saint-Georges-de-Commiers,,,
1696,Bellegarde Badminton Club,BBC01,Bellegarde-sur-Valserine,,,
1697,Blagnac Badminton Club,BBC,Blagnac,,,
1698,Bethune B.c.,BBC,Béthune,,,
1699,Bayonne Badminton Club,BBC,Bayonne,,,
1700,Blois Badminton Club,BBC,Blois,,,
1701,Bages Badminton Club,BBC,Bages,,,
1702,Briancon Badminton Club,BBC,Briançon,,,
1703,Bar Le Duc Badminton Club,BBC,Bar-le-Duc,,,
1704,Barentin Badminton Club,BBC,Barentin,,,
1705,Belleville Badminton Club,BBC,Belleville-sur-Loire,,,
1706,Breizh Badminton Club,BBC,Moréac,,,
1707,Bagnoles Badminton Club,BBC,Bagnoles De L Orne Normandie,,,
1708,Blanzat Badminton Club,BBC,Blanzat,,,
1709,Bethisy Badminton Club,BBC,Béthisy-Saint-Pierre,,,
1710,Boucain Badminton Club,BBC,Bouc-Bel-Air,,,
1711,Badminton Bouriane Club,BBC,Gourdon,,,
1712,Bacchus Badminton Club,BBC,Issoudun,,,
1713,Biard Badminton Club,BBC,Biard,,,
1714,Botoret Badminton Club,BBC,Chauffailles,,,
1715,Baulon Badminton Club,BBC,Baulon,,,
1716,Brezolles Bad' Club,BBC,Brezolles,,,
1717,Bleuets Badminton Club,BBC,Saint-Cyprien,,,
1718,Banon J'T'Aim Agathe Badminton,BBC,Banon,,,
1719,Brinon Badminton Club,BBC,Brinon-sur-Sauldre,,,
1720,Bussy Badminton Club,BBC,Bussy-Saint-Georges,,,
1721,Badminton Brehal-Cerences,BBC,BREHAL-CERENCES,,,
1722,Beaurepaire Badminton,BBAD38,Beaurepaire,,,
1723,BLERE BADMINTON,BBAD,Bléré,,,
1724,Badminton Brain Andard,BBA,Brain-sur-l'Authion,,,
1725,Bruyeres Badminton,BB88,Bruyères,,,
1726,Baldo Bad,BB42,Saint-Galmier,,,
1727,Bayard Bad,BB38,Pontcharra,,,
1728,Badminton Briviste,BB,Brive-la-Gaillarde,,,
1729,Badminton Beaunois,BB,Beaune,,,
1730,Badminton Balaze,BB,Balazé,,,
1731,Badistes de la Boëme,BB,Mouthiers-sur-Boëme,,,
1732,Badminton Bressuirais,BB,Bressuire,,,
1733,Badminton Beaupréau,BB,Beaupréau,,,
1734,Bouffemont Badminton,BB,Bouffémont,,,
1735,Badminton Belvésois,BB,Pays de Belvès,,,
1736,Badminton du Bourgeais,BB,Bourg Sur Gironde,,,
1737,Badminton Boussois,BB,Boussois,,,
1738,BAD BRINAY,BB,Brinay,,,
1739,Buxy Badminton,BB,Buxy,,,
1740,Bad' Alliance Tonnay Charente,BATC,Tonnay-Charente,,,
1741,Bon Accueil Toulon Badminton,BATB,Toulon,,,
1742,Badminton Athletic Tarbais,BAT,Tarbes,,,
1743,Club De Badminton Ste Luce/loire,BASL,Sainte-Luce-sur-Loire,,,
1744,Badminton Passion Mainvilliers,BAPAMA,Mainvilliers,,,
1745,Badminton Club du Pays d'Auge Dozuléen,BAPADOZ,Dozulé,,,
1746,BAD' A PANAME,BAP,Paris,,,
1747,BAD ARNAGE MULSANNE,BAM,Mulsanne,,,
1748,Bad Au Monas,BAM,Le Monastère,,,
1749,Bad à Morières,BAM,Morières-lès-Avignon,,,
1750,Badminton Alpilles Montagnette,BAM,Tarascon et St Rémy de Provence,,,
1751,Badminton Amicale Laique Pontorson,BALP,Pontorson,,,
1752,Badminton Lezoux,BALEZ,Lezoux,,,
1753,Bad a Labege,BAL,Labège,,,
1754,Badminton Ass. Loisirs Cisse,BAL,Cissé,,,
1755,BADAGOUESNOU,BAG,Gouesnou,,,
1756,Bad à Gogo,BAG,Sainte-Sigolène,,,
1757,Badminton Argelès-Gazost,BAG,Argelès-Gazost,,,
1758,Badminton Association Frangy,BAF74,Frangy,,,
1759,Bad A Flo,BAF,Florensac,,,
1760,Badminton Association de Fleurance,BAF,Fleurance,,,
1761,USPG Badminton,BADUSPG,Saint-Valérien,,,
1762,Badminton Union Sportive Ormesson,BADUSO,Ormesson-sur-Marne,,,
1763,Badminton Tennis de Table Club Saint Martin,BADTTSM,Noyelles-Godault,,,
1764,Badminton Ass Dynamique Tinqueux,BADT,Tinqueux,,,
1765,Badminton Associatif de Six Fours,BADS,Six-Fours-les-Plages,,,
1766,Badminton Pignan,BADPIG,Pignan,,,
1767,Ass. Sportive de Badminton de St André le Bouchoux,BADOBOUCHO,Saint-André-le-Bouchoux,,,
1768,Union Sportive de Noyal-Chatillon sur Seiche,BADNC,Noyal-chatillon,,,
1769,Badminton Livradais,BADLIV,Sainte Livrade,,,
1770,Badlevier,BADLEVIER,Levier,,,
1771,Badminton Oberhoffen/Moder Kaltenhouse,BADKOM,Oberhoffen-sur-Moder,,,
1772,Club De Prevessin Badmin Gessien,BADGE01,Prévessin-Moëns,,,
1773,Badminton D'orcines,BADDOR,Orcines,,,
1774,Badminton Club De Ouistreham,BADCO,Ouistreham,,,
1775,Bad Brou,BADBROU,Brou,,,
1776,Badbonneval,BADB,Bonneval,,,
1777,Badavaiges,BADAVAIGES,Vaiges,,,
1778,Badminton Associatif Uzerchois,BADAU,Uzerche,,,
